,ID,Destination,Reason for Leaving,Entry_Date,Exit_Date,Duration
12518460,178701,Psychiatric facility,Needs could not be met,2016-12-19,2016-12-27,8 
12518500,178701,With friends temporarily,Other,2016-07-05,2016-07-06,1 
12518510,178701,Psychiatric facility,Other,2016-07-07,2016-07-09,2 
12518520,178701,Psychiatric facility,Needs could not be met,2016-12-19,2016-12-27,8 
12518530,9273,Client rental without subsidy,Completed program,2016-07-05,2016-11-13,131 
12518546,9273,Client rental without subsidy,Left for housing opp. before completing program,2019-03-25,2019-04-17,23 
12518562,9273,Client rental without subsidy,Completed program,2016-07-05,2016-11-13,131 
12518578,9273,Client rental without subsidy,Left for housing opp. before completing program,2019-03-25,2019-04-17,23 
12522690,362889,Data not collected,Unknown/Disappeared,2016-07-01,2016-07-29,28 
12522714,362889,Data not collected,Unknown/Disappeared,2016-08-24,2016-10-27,64 
12522738,362889,Client rental without subsidy,Completed program,2017-10-10,2017-12-27,78 
12522906,176973,Data not collected,Unknown/Disappeared,2016-07-01,2016-08-07,37 
12522922,176973,Data not collected,Unknown/Disappeared,2016-08-22,2016-09-05,14 
12544983,273519,With friends temporarily,Other,2016-01-05,2016-02-06,32 
12545015,273519,With friends temporarily,Left for housing opp. before completing program,2016-05-30,2016-06-15,16 
12545047,273519,With friends temporarily,Other,2016-07-05,2016-07-08,3 
12545079,273519,Data not collected,Unknown/Disappeared,2016-07-28,2016-09-01,35 
12545495,191960,With friends temporarily,Other,2016-07-05,2016-07-08,3 
12545511,191960,Place not meant for habitation,Needs could not be met,2019-05-28,2019-06-12,15 
12545527,191960,With friends temporarily,Other,2016-07-05,2016-07-08,3 
12545543,191960,Place not meant for habitation,Needs could not be met,2019-05-28,2019-06-12,15 
12552399,311811,With friends temporarily,Other,2016-07-01,2016-07-09,8 
12590165,226558,Data not collected,Unknown/Disappeared,2016-07-08,2016-09-25,79 
12590181,226558,With family temporarily,Other,2016-09-27,2017-03-04,158 
12656626,432579,With friends temporarily,Other,2016-07-05,2016-07-22,17 
12656658,432579,Data not collected,Unknown/Disappeared,2016-07-23,2016-08-21,29 
12656690,432579,Data not collected,Unknown/Disappeared,2016-10-10,2016-10-13,3 
12656722,432579,With family temporarily,Other,2017-02-26,2017-03-10,12 
12667066,368692,With friends temporarily,Other,2015-08-17,2015-08-27,10 
12667098,368692,With friends temporarily,Other,2015-12-13,2015-12-19,6 
12667130,368692,With friends temporarily,Other,2016-04-18,2016-04-19,1 
12667162,368692,With friends temporarily,Other,2016-07-11,2016-07-12,1 
12667578,201545,With friends temporarily,Other,2016-07-11,2016-07-12,1 
12667594,201545,With family temporarily,Other,2017-05-15,2017-05-30,15 
12687962,432680,With friends temporarily,Other,2016-07-01,2016-07-24,23 
12687986,432680,Data not collected,Unknown/Disappeared,2016-07-26,2016-07-27,1 
12688010,432680,Data not collected,Unknown/Disappeared,2016-08-12,2016-08-18,6 
12688178,382672,With friends temporarily,Other,2015-08-15,2015-11-13,90 
12688202,382672,With family temporarily,Other,2016-07-04,2017-06-30,361 
12688226,382672,With family temporarily,Other,2017-07-02,2017-07-31,29 
12688250,382672,With friends temporarily,Other,2015-08-15,2015-11-13,90 
12688274,382672,With family temporarily,Other,2016-07-04,2017-06-30,361 
12688298,382672,With family temporarily,Other,2017-07-02,2017-07-31,29 
12688394,203217,With friends temporarily,Other,2016-07-05,2016-07-20,15 
12688410,203217,With family temporarily,Other,2016-07-21,2017-07-04,348 
12688458,165623,No exit interview,Unknown/Disappeared,2016-07-11,2016-12-01,143 
12688490,165623,With family temporarily,Other,2017-03-11,2017-03-30,19 
12688522,165623,Place not meant for habitation,Non-compliance with program,2019-04-23,2019-07-26,94 
12688554,165623,Place not meant for habitation,Non-compliance with program,2019-08-26,2019-09-29,34 
12688714,165623,No exit interview,Unknown/Disappeared,2016-07-11,2016-12-01,143 
12688746,165623,With family temporarily,Other,2017-03-11,2017-03-30,19 
12688778,165623,Place not meant for habitation,Non-compliance with program,2019-04-23,2019-07-26,94 
12688810,165623,Place not meant for habitation,Non-compliance with program,2019-08-26,2019-09-29,34 
12688842,165623,No exit interview,Unknown/Disappeared,2016-07-11,2016-12-01,143 
12688874,165623,With family temporarily,Other,2017-03-11,2017-03-30,19 
12688906,165623,Place not meant for habitation,Non-compliance with program,2019-04-23,2019-07-26,94 
12688938,165623,Place not meant for habitation,Non-compliance with program,2019-08-26,2019-09-29,34 
12690698,432681,With friends temporarily,Other,2016-07-01,2016-07-23,22 
12690722,432681,Data not collected,Unknown/Disappeared,2016-07-26,2016-07-27,1 
12690746,432681,Data not collected,Non-compliance with program,2016-08-12,2016-08-18,6 
12690914,432679,Client rental with other subsidy,Left for housing opp. before completing program,2016-07-05,2016-11-20,138 
12896034,432970,With friends temporarily,Other,2016-07-05,2016-07-18,13 
12917994,97518,With friends temporarily,Other,2016-07-07,2016-07-22,15 
12918012,97518,Data not collected,Unknown/Disappeared,2016-07-26,2016-08-04,9 
12918066,416696,With friends temporarily,Other,2016-02-12,2016-02-27,15 
12918122,416696,With friends temporarily,Other,2016-03-04,2016-03-07,3 
12918178,416696,With friends temporarily,Other,2016-03-14,2016-03-22,8 
12918234,416696,With friends temporarily,Other,2016-03-28,2016-05-22,55 
12918290,416696,With friends temporarily,Other,2016-05-23,2016-06-01,9 
12918346,416696,With friends temporarily,Other,2016-07-17,2016-07-24,7 
12918402,416696,Client rental without subsidy,Left for housing opp. before completing program,2016-08-18,2016-09-01,14 
12923554,395315,Data not collected,Unknown/Disappeared,2016-07-10,2016-09-05,57 
12923562,432969,With friends temporarily,Other,2016-07-05,2016-07-18,13 
12948482,164096,Data not collected,Unknown/Disappeared,2016-07-15,2016-07-29,14 
12950211,346065,With friends temporarily,Other,2015-08-31,2015-09-04,4 
12950414,346065,With friends temporarily,Other,2015-11-02,2015-11-04,2 
12950617,346065,With friends temporarily,Other,2015-11-23,2015-11-26,3 
12950820,346065,With friends temporarily,Other,2016-06-27,2016-06-29,2 
12951023,346065,With friends temporarily,Other,2016-06-30,2016-07-04,4 
12951226,346065,No exit interview,Unknown/Disappeared,2016-07-18,2016-07-26,8 
12951429,346065,Data not collected,Unknown/Disappeared,2016-08-22,2016-08-29,7 
12951632,346065,Data not collected,Unknown/Disappeared,2016-10-10,2016-10-24,14 
12951835,346065,No exit interview,Unknown/Disappeared,2016-11-21,2016-12-27,36 
12952038,346065,No exit interview,Unknown/Disappeared,2017-01-06,2017-01-10,4 
12952241,346065,No exit interview,Unknown/Disappeared,2017-01-30,2017-02-12,13 
12952444,346065,No exit interview,Unknown/Disappeared,2017-02-13,2017-02-20,7 
12952647,346065,With family temporarily,Other,2017-03-06,2017-03-20,14 
12952850,346065,Place not meant for habitation,Non-compliance with program,2019-06-04,2019-06-18,14 
12953053,346065,With friends temporarily,Other,2015-08-31,2015-09-04,4 
12953256,346065,With friends temporarily,Other,2015-11-02,2015-11-04,2 
12953459,346065,With friends temporarily,Other,2015-11-23,2015-11-26,3 
12953662,346065,With friends temporarily,Other,2016-06-27,2016-06-29,2 
12953865,346065,With friends temporarily,Other,2016-06-30,2016-07-04,4 
12954068,346065,No exit interview,Unknown/Disappeared,2016-07-18,2016-07-26,8 
12954271,346065,Data not collected,Unknown/Disappeared,2016-08-22,2016-08-29,7 
12954474,346065,Data not collected,Unknown/Disappeared,2016-10-10,2016-10-24,14 
12954677,346065,No exit interview,Unknown/Disappeared,2016-11-21,2016-12-27,36 
12954880,346065,No exit interview,Unknown/Disappeared,2017-01-06,2017-01-10,4 
12955083,346065,No exit interview,Unknown/Disappeared,2017-01-30,2017-02-12,13 
12955286,346065,No exit interview,Unknown/Disappeared,2017-02-13,2017-02-20,7 
12955489,346065,With family temporarily,Other,2017-03-06,2017-03-20,14 
12955692,346065,Place not meant for habitation,Non-compliance with program,2019-06-04,2019-06-18,14 
13017647,399167,With friends temporarily,Other,2016-07-17,2016-07-19,2 
13017655,432407,With friends temporarily,Other,2016-07-08,2016-07-21,13 
13017663,433097,Data not collected,Unknown/Disappeared,2016-07-01,2016-09-07,68 
13017679,433097,Client rental without subsidy,Completed program,2016-09-08,2016-10-27,49 
13229415,172864,With friends temporarily,Other,2015-08-20,2015-11-21,93 
13229431,172864,Client rental with other subsidy,Left for housing opp. before completing program,2016-07-19,2016-11-17,121 
13229447,172864,With friends temporarily,Other,2015-08-20,2015-11-21,93 
13229463,172864,Client rental with other subsidy,Left for housing opp. before completing program,2016-07-19,2016-11-17,121 
13229479,112251,With friends temporarily,Other,2016-07-14,2016-07-15,1 
13229703,217720,With friends temporarily,Other,2016-07-01,2016-07-21,20 
13229704,431953,Data not collected,Disagreement with rules/persons,2016-07-04,2016-08-12,39 
13229728,431953,Data not collected,Unknown/Disappeared,2016-09-06,2016-09-18,12 
13229752,431953,Data not collected,Unknown/Disappeared,2016-11-02,2016-11-06,4 
13230136,427141,With friends temporarily,Other,2016-04-05,2016-04-20,15 
13230176,427141,With friends temporarily,Other,2016-04-21,2016-05-11,20 
13230216,427141,With friends temporarily,Other,2016-05-12,2016-05-17,5 
13230256,427141,With friends temporarily,Other,2016-05-18,2016-07-01,44 
13230296,427141,With family permanently,Left for housing opp. before completing program,2016-07-04,2016-07-19,15 
13231200,279075,Data not collected,Unknown/Disappeared,2016-07-20,2016-08-01,12 
13231208,433288,No exit interview,Unknown/Disappeared,2016-07-20,2016-07-26,6 
13231216,265327,Data not collected,Unknown/Disappeared,2016-07-15,2016-08-21,37 
13231248,265327,Data not collected,Unknown/Disappeared,2016-09-01,2016-09-18,17 
13231280,265327,With friends temporarily,Criminal activity / violence,2018-12-19,2019-02-11,54 
13231312,265327,With friends permanently,Left for housing opp. before completing program,2019-05-21,2019-07-16,56 
13231472,265327,Data not collected,Unknown/Disappeared,2016-07-15,2016-08-21,37 
13231504,265327,Data not collected,Unknown/Disappeared,2016-09-01,2016-09-18,17 
13231536,265327,With friends temporarily,Criminal activity / violence,2018-12-19,2019-02-11,54 
13231568,265327,With friends permanently,Left for housing opp. before completing program,2019-05-21,2019-07-16,56 
13231728,433289,With friends temporarily,Other,2016-07-18,2016-07-28,10 
13232998,433377,Data not collected,Unknown/Disappeared,2016-07-21,2016-07-28,7 
13233222,433461,Data not collected,Unknown/Disappeared,2016-07-24,2016-08-08,15 
13233238,433461,Data not collected,Unknown/Disappeared,2016-08-15,2016-09-12,28 
13233798,207502,With friends temporarily,Other,2016-05-23,2016-07-21,59 
13233822,207502,Data not collected,Left for housing opp. before completing program,2016-07-22,2016-08-31,40 
13233846,207502,Client rental with RRH subsidy,Completed program,2017-01-11,2018-05-10,484 
13233942,207502,With friends temporarily,Other,2016-05-23,2016-07-21,59 
13233966,207502,Data not collected,Left for housing opp. before completing program,2016-07-22,2016-08-31,40 
13233990,207502,Client rental with RRH subsidy,Completed program,2017-01-11,2018-05-10,484 
13234358,426300,Psychiatric facility,Other,2016-04-10,2016-04-12,2 
13234382,426300,With friends temporarily,Other,2016-04-14,2016-07-20,97 
13234406,426300,Client rental with other subsidy,Completed program,2016-07-23,2016-09-05,44 
13258667,433565,Client rental with other subsidy,Completed program,2016-07-25,2016-12-01,129 
13264771,433562,No exit interview,Unknown/Disappeared,2016-07-25,2016-07-26,1 
13264779,317391,Data not collected,Unknown/Disappeared,2016-07-25,2016-08-01,7 
13264795,317391,Data not collected,Unknown/Disappeared,2016-08-02,2016-08-18,16 
13264971,100946,No exit interview,Unknown/Disappeared,2016-07-25,2016-08-12,18 
13264995,100946,With family temporarily,Other,2016-08-15,2017-03-07,204 
13265019,100946,Client rental without subsidy,Reached maximum time allowed,2017-05-01,2017-08-25,116 
13266385,433563,Data not collected,Unknown/Disappeared,2016-07-25,2016-08-29,35 
13266401,433563,Data not collected,Unknown/Disappeared,2016-09-19,2016-09-25,6 
13266449,199776,No exit interview,Needs could not be met,2016-07-25,2016-11-15,113 
13269417,197176,With friends temporarily,Other,2016-03-14,2016-05-27,74 
13269489,197176,With friends temporarily,Other,2016-05-28,2016-06-12,15 
13269561,197176,With friends temporarily,Other,2016-06-29,2016-07-24,25 
13269633,197176,Data not collected,Unknown/Disappeared,2016-07-26,2016-08-04,9 
13269705,197176,Data not collected,Unknown/Disappeared,2016-08-06,2016-09-05,30 
13269777,197176,Data not collected,Unknown/Disappeared,2016-11-07,2016-11-13,6 
13269849,197176,No exit interview,Unknown/Disappeared,2018-12-24,2019-01-05,12 
13269921,197176,No exit interview,Unknown/Disappeared,2019-01-18,2019-02-02,15 
13269993,197176,Place not meant for habitation,Non-compliance with program,2019-03-25,2019-06-01,68 
13273305,197176,With friends temporarily,Other,2016-03-14,2016-05-27,74 
13273377,197176,With friends temporarily,Other,2016-05-28,2016-06-12,15 
13273449,197176,With friends temporarily,Other,2016-06-29,2016-07-24,25 
13273521,197176,Data not collected,Unknown/Disappeared,2016-07-26,2016-08-04,9 
13273593,197176,Data not collected,Unknown/Disappeared,2016-08-06,2016-09-05,30 
13273665,197176,Data not collected,Unknown/Disappeared,2016-11-07,2016-11-13,6 
13273737,197176,No exit interview,Unknown/Disappeared,2018-12-24,2019-01-05,12 
13273809,197176,No exit interview,Unknown/Disappeared,2019-01-18,2019-02-02,15 
13273881,197176,Place not meant for habitation,Non-compliance with program,2019-03-25,2019-06-01,68 
13275321,317847,With friends temporarily,Other,2015-12-14,2015-12-15,1 
13275337,317847,Data not collected,Unknown/Disappeared,2016-07-26,2016-08-16,21 
13281433,161265,No exit interview,Unknown/Disappeared,2016-07-27,2016-08-12,16 
13281473,161265,Data not collected,Unknown/Disappeared,2016-10-24,2016-11-15,22 
13281513,161265,Client rental without subsidy,Left for housing opp. before completing program,2016-12-04,2016-12-20,16 
13281553,161265,Client rental without subsidy,Left for housing opp. before completing program,2017-08-28,2017-09-19,22 
13281593,161265,With friends temporarily,Non-compliance with program,2018-05-09,2018-08-09,92 
13281633,161265,No exit interview,Unknown/Disappeared,2016-07-27,2016-08-12,16 
13281673,161265,Data not collected,Unknown/Disappeared,2016-10-24,2016-11-15,22 
13281713,161265,Client rental without subsidy,Left for housing opp. before completing program,2016-12-04,2016-12-20,16 
13281753,161265,Client rental without subsidy,Left for housing opp. before completing program,2017-08-28,2017-09-19,22 
13281793,161265,With friends temporarily,Non-compliance with program,2018-05-09,2018-08-09,92 
13282033,161265,No exit interview,Unknown/Disappeared,2016-07-27,2016-08-12,16 
13282073,161265,Data not collected,Unknown/Disappeared,2016-10-24,2016-11-15,22 
13282113,161265,Client rental without subsidy,Left for housing opp. before completing program,2016-12-04,2016-12-20,16 
